PC1,PC2,PC3,PC4,PC5,PC6,PC7,artist_name,original_index,Cluster
1.076249115926555,1.9107797387858525,-0.16073837013919393,-2.3979198252283522,0.20378188537695974,-0.20242462851701393,-0.37984188667963287,A Thousand Horses,0,0
-3.887189632580348,0.648976551643257,0.6888204877349566,-0.007212927861144397,-0.109698924031047,0.013536829411474405,0.09803638352985838,Mark Mothersbaugh,1,3
2.1986076906554204,-0.1458438801389116,-0.5144078663881718,2.0122724530070437,0.8478785078745527,-0.09140836759677244,0.17071557618766292,Unified Highway,2,1
1.3378220826289895,0.9398320324368358,0.7865060223366497,0.49677461682427015,-0.7057759080151523,-0.01133288919084084,1.5695430987792227,Stooki Sound,3,4
-0.811251028489124,-0.3440224349326179,0.12510607861556827,-1.7355601724996466,-0.5992460187096951,-0.6164275444013978,-0.2781321386442711,Bill Hicks,4,2
-0.036135508324418635,-0.7195686759653539,1.5571875827918402,0.923865804355277,1.6190972465894418,-0.7349962505906894,0.5175294439364991,Sugar Kane Music,5,4
0.384287226151287,0.2530308762909722,-1.071068680459355,0.36310687432780714,1.3242818206245441,-0.7715709290942094,0.026962595351589937,Justin Timberlake,6,1
2.238531059963123,-1.026165084148182,-1.0003987340245732,0.8843211947677897,1.3811485662991558,-0.0012250154507600507,0.4972058835985529,Lil Keke,7,1
1.8429346286939408,0.15882745857551403,0.30922256040879736,-1.3851498645910343,0.8193522076675375,0.3681202484946085,-0.5586179566991458,Cole Swindell,8,0
0.5708318146042751,-0.09988302223999657,-1.6477639031916889,0.006344847527837556,-0.8866558018353055,-0.637997634544723,1.2784070798203389,Hayden James,9,1
-1.2556414632446211,-1.5255486791753805,1.0364078066487605,0.2656126272701969,0.18377862415819066,-0.26392074575200386,-0.0546740305712426,Martin Lawrence,10,2
0.8528414709182088,-0.37933791048004256,-0.8795575502153469,1.2435550106135362,-0.4604222330717447,-0.19654563087216606,-0.7963797509224458,Reel Big Fish,11,1
-1.1408825325509855,-0.9551464802441014,0.32936949686012185,-1.6090026402324697,0.26129655910149474,-0.8029689052891551,-0.08398996027060826,Ayumi Hamasaki,12,2
1.4675947892043633,-0.836669721199293,0.8089554172905201,-0.05979627133051152,1.0096063247864369,0.4875733803094776,0.27217434421761594,LEISURE,13,4
0.1933315843870837,-0.9407348288069428,1.1406479073085765,0.4574245601771198,-0.16994987208057155,-0.17274775630880607,-0.584877494107634,Rancid,14,4
-1.1249510103482707,0.4889327914528874,0.8606954181205373,0.05895684285328845,-0.9042436464981307,-0.8258953564325971,0.5841204287072801,Palace,15,2
-2.9724663537796503,-0.4682747719570708,0.34598681882294346,-1.2712976729485232,-1.0116076298919174,-0.7666510426650237,-0.6088786288960837,Dame Joan Sutherland,16,2
2.2290822659807152,-1.5291428241418603,-1.5259089506047079,-0.29481793632221137,1.7526790805586343,0.27077638339445703,0.3047759862249907,Bob Marley & The Wailers,17,1
0.5536678576212625,0.5753751047078359,-0.9116688818474153,1.2553238367297175,-0.31883985710422685,-1.054031632769978,1.1262511372457886,Sigrid,18,1
1.2573256451986268,0.16841589040405203,-1.6114666596806,-0.12949656162191386,-0.8902908001217198,-0.13386678437787586,-0.46338116770269233,HUNNY,19,1
0.8961234093943871,-1.8350782950184301,0.9144883179660063,-0.004584674833855827,1.5795064826162608,0.4794286193861583,0.27694409269042747,Jimmy Cliff,20,4
1.273002815844556,-0.3866449496004443,1.1738270488699099,0.578923257621012,1.0564205008523768,-0.06368040016468704,0.7398042392509697,Richie Spice,21,4
-4.8260200812993155,-0.16397671904866531,0.27362022142273296,-0.1849719408688508,-0.6552277982446252,1.172447413486119,-0.06460944408973186,Jeff Beal,22,3
-3.8492178695626786,-0.0037206716895082943,0.692766546358212,0.7578973482177364,-0.41544749119919994,1.32640710254634,0.05829501849886257,Randy Edelman,23,3
1.2474837575150177,-0.4570817519162233,0.8683088987651915,0.13913072147879457,-0.04419093467478513,0.12745941525164392,0.12506457855246156,Natalie Merchant,24,4
2.050676951247759,0.5833583860906231,-0.8813527886404614,1.359871152612855,-0.559059204064749,0.018222544602067837,-0.9105494819602704,THE YELLOW MONKEY,25,1
1.6409126419033095,0.8539167926854003,-1.92360145913168,-1.335210752617421,0.3967397477593236,0.1559818107081756,-1.8880245490217165,8 Kalacas,26,1
0.40844750982218947,0.6019381485867206,-2.041448901839271,-0.7286282771691205,-2.5148506231259575,-0.29236044661430405,-0.5268213292634748,Deftones,27,1
0.7979573228351213,0.4941766296205405,0.09297396600656044,-1.386135928032506,-0.6440951943355921,-0.10016638761366779,0.5456754095912774,Demarco,28,0
1.7028319447013578,1.8791604411226477,0.6479132077810298,-0.44397472146058875,-0.15373805283341183,-0.05457353635963812,-0.3172444900198661,Motion City Soundtrack,29,0
0.29464130197845384,0.14608198079176118,0.9679862339092766,0.36810465369887746,-0.5758064936165307,-0.03774731927670293,-0.20398964046925447,Robert Earl Keen,30,4
-0.3684224497393274,-1.0118366540979813,1.2238047789986484,0.27954052072654,0.9069826890855724,-0.8048553013666632,0.3084388702878246,Never Shout Never,31,2
-0.42036571010355517,-0.08536632407293963,1.1790772541748697,0.8748948510257357,-0.78500464631988,-0.09379704444636044,-0.23276385160997043,The Internet,32,4
1.893172036078237,-0.4345731404217966,0.8820950767107185,0.4248653162169214,-0.5901513776800197,0.6452608112721966,-0.2841854948509424,Raphael Saadiq,33,4
1.8175821413818927,0.033543541419517015,-1.458134452542083,0.06477453048557316,0.2422269832806828,-0.33112040650586017,0.5532522962149756,Huncho Jack,34,1
